contig_ID	vibrant_contig_ID	vibrant_total_genes	vibrant_KEGG_genes	vibrant_KEGG_v_score	vibrant_Pfam_genes	vibrant_Pfam_v_score	vibrant_VOG_genes	vibrant_VOG_v_score	vsort2_contig_ID	vsort2_max_score	vsort2_max_score_group	vsort2_hallmark_genes	vsort2_viral_component	vsort2_cellular_component	checkv_contig_id	checkv_contig_length	checkv_provirus	checkv_proviral_length	checkv_gene_count	checkv_viral_genes	checkv_host_genes	checkv_checkv_quality	checkv_miuvig_quality	checkv_completeness	checkv_completeness_method	checkv_contamination	checkv_kmer_freq	checkv_warnings
Sample_10_contig_89									Sample_10_contig_89||full	0.8	dsDNAphage	2.0	24.7	26.8	Sample_10_contig_89	82343.0	Yes	19364.0	97.0	8.0	40.0	Complete	High-quality	100.0	Provirus (high-confidence)	76.48	1.0	contig >1.5x longer than expected genome length
Sample_11_contig_3||0_partial									Sample_11_contig_3||0_partial	0.9	dsDNAphage	36.0	32.9	37.3	Sample_11_contig_3||0_partial	309017.0	Yes	116150.0	353.0	93.0	171.0	Complete	High-quality	100.0	Provirus (high-confidence)	62.41	1.0	
Sample_11_contig_3||1_partial									Sample_11_contig_3||1_partial	0.9	dsDNAphage	10.0	33.5	35.8	Sample_11_contig_3||1_partial	196452.0	Yes	48681.0	203.0	53.0	103.0	Complete	High-quality	100.0	Provirus (high-confidence)	75.22	1.0	contig >1.5x longer than expected genome length
Sample_11_contig_3||2_partial									Sample_11_contig_3||2_partial	0.9	dsDNAphage	20.0	34.3	35.8	Sample_11_contig_3||2_partial	119360.0	Yes	34250.0	122.0	32.0	71.0	Complete	High-quality	100.0	Provirus (high-confidence)	71.31	1.0	contig >1.5x longer than expected genome length
Sample_11_contig_3||3_partial									Sample_11_contig_3||3_partial	0.9	dsDNAphage	4.0	22.2	31.7	Sample_11_contig_3||3_partial	50427.0	Yes	30457.0	51.0	7.0	13.0	Low-quality	Genome-fragment	41.99	HMM-based (lower-bound)	39.6	1.0	
Sample_11_contig_3||4_partial									Sample_11_contig_3||4_partial	0.833	dsDNAphage	1.0	30.3	45.5	Sample_11_contig_3||4_partial	18720.0	Yes	12767.0	21.0	3.0	6.0	Low-quality	Genome-fragment	26.77	AAI-based (high-confidence)	31.8	1.0	low-confidence Provirus
Sample_16_contig_1||0_partial									Sample_16_contig_1||0_partial	0.9	dsDNAphage	37.0	32.4	32.7	Sample_16_contig_1||0_partial	308798.0	Yes	112638.0	355.0	89.0	168.0	Complete	High-quality	100.0	Provirus (high-confidence)	63.52	1.0	
Sample_16_contig_1||1_partial									Sample_16_contig_1||1_partial	0.9	dsDNAphage	8.0	31.7	32.8	Sample_16_contig_1||1_partial	160967.0	Yes	48608.0	177.0	50.0	85.0	Complete	High-quality	100.0	Provirus (high-confidence)	69.8	1.0	contig >1.5x longer than expected genome length
Sample_16_contig_1||2_partial									Sample_16_contig_1||2_partial	0.907	dsDNAphage	19.0	32.1	32.8	Sample_16_contig_1||2_partial	121105.0	Yes	35117.0	122.0	31.0	59.0	Complete	High-quality	100.0	Provirus (high-confidence)	71.0	1.0	contig >1.5x longer than expected genome length
Sample_16_contig_1||3_partial									Sample_16_contig_1||3_partial	0.9	dsDNAphage	4.0	23.3	33.3	Sample_16_contig_1||3_partial	47081.0	Yes	27876.0	47.0	7.0	14.0	Low-quality	Genome-fragment	38.43	HMM-based (lower-bound)	40.79	1.0	
Sample_16_contig_1||4_partial									Sample_16_contig_1||4_partial	0.84	dsDNAphage	1.0	25.0	53.1	Sample_16_contig_1||4_partial	18719.0	Yes	13174.0	20.0	3.0	6.0	Low-quality	Genome-fragment	27.62	AAI-based (high-confidence)	29.62	1.0	low-confidence Provirus
Sample_16_contig_1||5_partial									Sample_16_contig_1||5_partial	0.94	dsDNAphage	1.0	10.0	26.7	Sample_16_contig_1||5_partial	14165.0	No		18.0	2.0	1.0	Low-quality	Genome-fragment	9.7	HMM-based (lower-bound)	0.0	1.0	
Sample_17_contig_1||0_partial									Sample_17_contig_1||0_partial	0.907	dsDNAphage	15.0	29.2	24.0	Sample_17_contig_1||0_partial	140925.0	Yes	42728.0	159.0	27.0	63.0	Medium-quality	Genome-fragment	59.28	HMM-based (lower-bound)	69.68	1.0	
Sample_17_contig_1||1_partial									Sample_17_contig_1||1_partial	0.96	dsDNAphage	7.0	28.1	25.8	Sample_17_contig_1||1_partial	68620.0	Yes	41200.0	78.0	18.0	20.0	Complete	High-quality	100.0	Provirus (high-confidence)	39.96	1.0	contig >1.5x longer than expected genome length
Sample_17_contig_1||2_partial									Sample_17_contig_1||2_partial	0.933	dsDNAphage	7.0	28.0	19.5	Sample_17_contig_1||2_partial	66067.0	Yes	40529.0	71.0	17.0	17.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	38.65	1.0	contig >1.5x longer than expected genome length
Sample_17_contig_1||3_partial									Sample_17_contig_1||3_partial	0.9	dsDNAphage	11.0	31.9	34.8	Sample_17_contig_1||3_partial	47905.0	Yes	22111.0	57.0	18.0	24.0	Medium-quality	Genome-fragment	52.66	AAI-based (medium-confidence)	53.84	1.0	
Sample_17_contig_1||4_partial									Sample_17_contig_1||4_partial	0.953	dsDNAphage	6.0	31.3	23.9	Sample_17_contig_1||4_partial	52640.0	Yes	35173.0	54.0	17.0	8.0	Medium-quality	Genome-fragment	50.26	HMM-based (lower-bound)	33.18	1.0	
Sample_19_contig_33									Sample_19_contig_33||full	0.98	NCLDV	0.0	60.0	0.0	Sample_19_contig_33	2788.0	No		5.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.2	no viral genes detected
Sample_19_contig_42||0_partial									Sample_19_contig_42||0_partial	0.907	dsDNAphage	6.0	31.8	32.9	Sample_19_contig_42||0_partial	56566.0	Yes	32961.0	72.0	19.0	20.0	Medium-quality	Genome-fragment	85.45	HMM-based (lower-bound)	41.73	1.0	
Sample_20_contig_1||0_partial									Sample_20_contig_1||0_partial	0.913	dsDNAphage	6.0	29.9	32.5	Sample_20_contig_1||0_partial	57147.0	Yes	30772.0	64.0	18.0	19.0	Medium-quality	Genome-fragment	79.82	HMM-based (lower-bound)	46.15	1.0	
Sample_21_contig_2||0_partial									Sample_21_contig_2||0_partial	0.913	dsDNAphage	1.0	25.6	41.9	Sample_21_contig_2||0_partial	21964.0	Yes	7644.0	31.0	5.0	9.0	Low-quality	Genome-fragment	36.38	AAI-based (high-confidence)	65.2	1.0	
Sample_21_contig_1||0_partial									Sample_21_contig_1||0_partial	0.92	dsDNAphage	1.0	18.0	16.9	Sample_21_contig_1||0_partial	60391.0	Yes	37045.0	77.0	7.0	21.0	Medium-quality	Genome-fragment	54.34	HMM-based (lower-bound)	38.66	1.0	
Sample_22_contig_6									Sample_22_contig_6||full	0.913	dsDNAphage	3.0	29.2	12.5	Sample_22_contig_6	11707.0	Yes	4905.0	24.0	2.0	5.0	Low-quality	Genome-fragment	3.36	HMM-based (lower-bound)	58.1	1.0	
Sample_22_contig_27									Sample_22_contig_27||full	0.913	dsDNAphage	0.0	25.0	0.0	Sample_22_contig_27	4132.0	No		8.0	0.0	1.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_23_contig_74									Sample_23_contig_74||full	0.887	dsDNAphage	12.0	21.1	13.8														
Sample_26_contig_76									Sample_26_contig_76||full	1.0	ssDNA	0.0	66.7	0.0	Sample_26_contig_76	1372.0	No		3.0	0.0	0.0	Low-quality	Genome-fragment	3.16	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
Sample_26_contig_113||0_partial									Sample_26_contig_113||0_partial	0.88	dsDNAphage	1.0	6.8	22.7	Sample_26_contig_113||0_partial	17587.0	No		32.0	1.0	1.0	Low-quality	Genome-fragment	29.56	HMM-based (lower-bound)	0.0	1.0	
Sample_33_contig_101||0_partial									Sample_33_contig_101||0_partial	0.907	dsDNAphage	7.0	33.3	14.8	Sample_33_contig_101||0_partial	22284.0	Yes	18712.0	30.0	8.0	5.0	Low-quality	Genome-fragment	18.99	HMM-based (lower-bound)	16.03	1.0	
Sample_33_contig_32||0_partial									Sample_33_contig_32||0_partial	0.92	dsDNAphage	3.0	18.0	8.0	Sample_33_contig_32||0_partial	30427.0	Yes	25721.0	45.0	5.0	5.0	Low-quality	Genome-fragment	27.6	HMM-based (lower-bound)	15.47	1.0	
Sample_33_contig_115||0_partial									Sample_33_contig_115||0_partial	0.973	dsDNAphage	8.0	33.3	15.6	Sample_33_contig_115||0_partial	30506.0	No		52.0	20.0	3.0	Medium-quality	Genome-fragment	69.7	AAI-based (medium-confidence)	0.0	1.0	
Sample_35_contig_13									Sample_35_contig_13||full	0.987	dsDNAphage	1.0	25.0	0.0	Sample_35_contig_13	2267.0	No		4.0	1.0	0.0	Low-quality	Genome-fragment	3.74	HMM-based (lower-bound)	0.0	1.0	
Sample_35_contig_7									Sample_35_contig_7||full	0.993	dsDNAphage	2.0	100.0	0.0	Sample_35_contig_7	3104.0	No		2.0	2.0	0.0	Low-quality	Genome-fragment	4.0	HMM-based (lower-bound)	0.0	1.0	
Sample_35_contig_3									Sample_35_contig_3||full	0.94	dsDNAphage	1.0	20.0	0.0	Sample_35_contig_3	2410.0	No		5.0	1.0	0.0	Low-quality	Genome-fragment	1.67	HMM-based (lower-bound)	0.0	1.0	
Sample_36_contig_75									Sample_36_contig_75||full	0.98	ssDNA	0.0	20.0	0.0	Sample_36_contig_75	3106.0	No		5.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_38_contig_160									Sample_38_contig_160||full	0.933	NCLDV	0.0	25.0	0.0	Sample_38_contig_160	2714.0	No		5.0	0.0	2.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_38_contig_157									Sample_38_contig_157||full	0.98	NCLDV	0.0	100.0	0.0	Sample_38_contig_157	2323.0	No		2.0	0.0	2.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_38_contig_81									Sample_38_contig_81||full	0.933	ssDNA	0.0	100.0	0.0	Sample_38_contig_81	2262.0	No		2.0	0.0	1.0	Low-quality	Genome-fragment	1.3	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
Sample_38_contig_141									Sample_38_contig_141||full	0.993	ssDNA	0.0	50.0	0.0	Sample_38_contig_141	2879.0	No		4.0	3.0	0.0	Low-quality	Genome-fragment	6.94	AAI-based (high-confidence)	0.0	1.0	
Sample_38_contig_51									Sample_38_contig_51||full	0.9	NCLDV	0.0	66.7	0.0	Sample_38_contig_51	3403.0	No		4.0	0.0	2.0	Low-quality	Genome-fragment	1.95	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
Sample_38_contig_152									Sample_38_contig_152||full	0.973	ssDNA	0.0	100.0	0.0	Sample_38_contig_152	2576.0	No		3.0	0.0	1.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_39_contig_4||0_partial									Sample_39_contig_4||0_partial	0.907	dsDNAphage	6.0	33.0	18.3	Sample_39_contig_4||0_partial	95255.0	Yes	41672.0	97.0	23.0	37.0	High-quality	High-quality	98.79	AAI-based (high-confidence)	56.25	1.0	contig >1.5x longer than expected genome length
Sample_40_contig_65									Sample_40_contig_65||full	0.967	ssDNA	0.0	33.3	0.0	Sample_40_contig_65	2268.0	No		3.0	0.0	1.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_40_contig_70									Sample_40_contig_70||full	0.987	ssDNA	0.0	50.0	0.0	Sample_40_contig_70	2545.0	No		2.0	0.0	1.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_40_contig_41									Sample_40_contig_41||full	0.9	dsDNAphage	0.0	12.5	0.0	Sample_40_contig_41	4657.0	No		8.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	no viral genes detected
Sample_40_contig_27									Sample_40_contig_27||full	0.907	dsDNAphage	2.0	40.0	20.0	Sample_40_contig_27	2761.0	No		5.0	2.0	0.0	Low-quality	Genome-fragment	5.69	AAI-based (medium-confidence)	0.0	1.0	
Sample_43_contig_1||0_partial									Sample_43_contig_1||0_partial	0.9	dsDNAphage	15.0	28.9	24.3	Sample_43_contig_1||0_partial	141300.0	Yes	42728.0	161.0	27.0	63.0	Medium-quality	Genome-fragment	59.28	HMM-based (lower-bound)	69.76	1.0	
Sample_43_contig_1||1_partial									Sample_43_contig_1||1_partial	0.927	dsDNAphage	7.0	28.9	19.3	Sample_43_contig_1||1_partial	67749.0	Yes	40528.0	73.0	17.0	18.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	40.18	1.0	contig >1.5x longer than expected genome length
Sample_43_contig_1||2_partial									Sample_43_contig_1||2_partial	0.96	dsDNAphage	7.0	30.0	25.0	Sample_43_contig_1||2_partial	66260.0	Yes	44361.0	72.0	17.0	19.0	Complete	High-quality	100.0	Provirus (high-confidence)	33.05	1.0	contig >1.5x longer than expected genome length
Sample_43_contig_1||3_partial									Sample_43_contig_1||3_partial	0.947	dsDNAphage	7.0	32.4	25.4	Sample_43_contig_1||3_partial	53690.0	Yes	35175.0	58.0	17.0	10.0	Medium-quality	Genome-fragment	50.26	HMM-based (lower-bound)	34.49	1.0	
Sample_43_contig_1||4_partial									Sample_43_contig_1||4_partial	0.9	dsDNAphage	11.0	31.9	34.8	Sample_43_contig_1||4_partial	47908.0	Yes	22111.0	57.0	18.0	24.0	Medium-quality	Genome-fragment	52.66	AAI-based (medium-confidence)	53.85	1.0	
Sample_45_contig_3||0_partial									Sample_45_contig_3||0_partial	0.92	dsDNAphage	17.0	29.2	28.1	Sample_45_contig_3||0_partial	69140.0	Yes	33305.0	77.0	25.0	24.0	Complete	High-quality	100.0	Provirus (high-confidence)	51.83	1.0	contig >1.5x longer than expected genome length
Sample_53_contig_1||0_partial									Sample_53_contig_1||0_partial	0.92	dsDNAphage	8.0	26.7	17.3	Sample_53_contig_1||0_partial	54588.0	Yes	29413.0	64.0	12.0	19.0	Medium-quality	Genome-fragment	73.01	AAI-based (high-confidence)	46.12	1.0	
Sample_53_contig_1||1_partial									Sample_53_contig_1||1_partial	0.92	dsDNAphage	1.0	14.8	18.5	Sample_53_contig_1||1_partial	10730.0	No		15.0	3.0	0.0	Low-quality	Genome-fragment	12.68	HMM-based (lower-bound)	0.0	1.0	
Sample_54_contig_1||0_partial									Sample_54_contig_1||0_partial	0.94	dsDNAphage	9.0	26.1	22.7	Sample_54_contig_1||0_partial	65462.0	Yes	46391.0	76.0	17.0	13.0	Medium-quality	Genome-fragment	66.99	HMM-based (lower-bound)	29.13	1.0	
Sample_55_contig_3||0_partial									Sample_55_contig_3||0_partial	0.913	dsDNAphage	7.0	29.1	23.3	Sample_55_contig_3||0_partial	64315.0	Yes	39857.0	75.0	17.0	13.0	High-quality	High-quality	98.93	AAI-based (high-confidence)	38.03	1.0	contig >1.5x longer than expected genome length
Sample_55_contig_3||1_partial									Sample_55_contig_3||1_partial	0.9	dsDNAphage	7.0	21.2	18.8	Sample_55_contig_3||1_partial	64664.0	Yes	44095.0	78.0	16.0	18.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	31.81	1.0	contig >1.5x longer than expected genome length
Sample_55_contig_3||2_partial									Sample_55_contig_3||2_partial	0.927	dsDNAphage	12.0	32.1	28.6	Sample_55_contig_3||2_partial	34166.0	Yes	20684.0	44.0	18.0	13.0	Low-quality	Genome-fragment	49.26	AAI-based (medium-confidence)	39.46	1.0	
Sample_55_contig_3||3_partial									Sample_55_contig_3||3_partial	0.873	dsDNAphage	1.0	13.8	20.7	Sample_55_contig_3||3_partial	11924.0	No		17.0	3.0	1.0	Low-quality	Genome-fragment	14.1	HMM-based (lower-bound)	0.0	1.0	
Sample_55_contig_4||0_partial									Sample_55_contig_4||0_partial	0.907	dsDNAphage	15.0	28.7	24.0	Sample_55_contig_4||0_partial	140924.0	Yes	42726.0	159.0	26.0	63.0	Medium-quality	Genome-fragment	59.27	HMM-based (lower-bound)	69.68	1.0	
Sample_55_contig_4||1_partial									Sample_55_contig_4||1_partial	0.947	dsDNAphage	7.0	32.4	23.5	Sample_55_contig_4||1_partial	53634.0	Yes	35695.0	57.0	17.0	9.0	Medium-quality	Genome-fragment	51.0	HMM-based (lower-bound)	33.45	1.0	
Sample_5_contig_1||0_partial									Sample_5_contig_1||0_partial	0.9	dsDNAphage	11.0	33.0	44.0	Sample_5_contig_1||0_partial	65520.0	Yes	35301.0	79.0	21.0	30.0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	46.12	1.0	contig >1.5x longer than expected genome length
Sample_5_contig_1||1_partial									Sample_5_contig_1||1_partial	0.92	dsDNAphage	1.0	17.9	28.6	Sample_5_contig_1||1_partial	16484.0	Yes	10512.0	16.0	2.0	4.0	Low-quality	Genome-fragment	7.04	HMM-based (lower-bound)	36.23	1.0	
Sample_9_contig_1||0_partial									Sample_9_contig_1||0_partial	0.9	dsDNAphage	13.0	30.6	19.8	Sample_9_contig_1||0_partial	91484.0	Yes	47063.0	109.0	29.0	32.0	Medium-quality	Genome-fragment	89.73	AAI-based (medium-confidence)	48.56	1.0	contig >1.5x longer than expected genome length
Sample_46_contig_3||0_partial									Sample_46_contig_3||0_partial	0.9	dsDNAphage	5.0	21.7	32.6	Sample_46_contig_3||0_partial	29784.0	Yes	18874.0	34.0	8.0	12.0	Low-quality	Genome-fragment	25.11	HMM-based (lower-bound)	36.63	1.0	
Sample_46_contig_1||0_partial									Sample_46_contig_1||0_partial	0.953	dsDNAphage	14.0	34.9	32.1	Sample_46_contig_1||0_partial	74455.0	Yes	43448.0	90.0	32.0	29.0	High-quality	High-quality	93.49	AAI-based (high-confidence)	41.65	1.0	contig >1.5x longer than expected genome length
Sample_46_contig_1||1_partial									Sample_46_contig_1||1_partial	0.92	dsDNAphage	15.0	31.7	30.5	Sample_46_contig_1||1_partial	71004.0	Yes	38856.0	69.0	25.0	22.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	45.28	1.0	contig >1.5x longer than expected genome length
Sample_4_contig_1||0_partial									Sample_4_contig_1||0_partial	0.9	dsDNAphage	20.0	34.3	33.6	Sample_4_contig_1||0_partial	103413.0	Yes	48579.0	125.0	46.0	40.0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	53.02	1.0	contig >1.5x longer than expected genome length
Sample_50_contig_2||0_partial									Sample_50_contig_2||0_partial	0.9	dsDNAphage	15.0	27.7	27.7	Sample_50_contig_2||0_partial	107652.0	Yes	40179.0	125.0	27.0	47.0	Medium-quality	Genome-fragment	55.74	HMM-based (lower-bound)	62.68	1.0	low-confidence Provirus
Sample_50_contig_2||1_partial									Sample_50_contig_2||1_partial	0.913	dsDNAphage	6.0	29.3	23.9	Sample_50_contig_2||1_partial	69097.0	Yes	44885.0	80.0	17.0	20.0	Medium-quality	Genome-fragment	63.91	HMM-based (lower-bound)	35.04	1.0	low-confidence Provirus
Sample_50_contig_4||0_partial									Sample_50_contig_4||0_partial	0.907	dsDNAphage	7.0	28.9	24.1	Sample_50_contig_4||0_partial	61589.0	Yes	38873.0	71.0	17.0	12.0	High-quality	High-quality	96.49	AAI-based (high-confidence)	36.88	1.0	contig >1.5x longer than expected genome length
Sample_50_contig_4||1_partial									Sample_50_contig_4||1_partial	0.933	dsDNAphage	7.0	24.1	19.0	Sample_50_contig_4||1_partial	59231.0	Yes	44097.0	71.0	17.0	13.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	25.55	1.0	
Sample_50_contig_4||2_partial									Sample_50_contig_4||2_partial	0.907	dsDNAphage	11.0	31.1	29.5	Sample_50_contig_4||2_partial	38426.0	Yes	19321.0	49.0	18.0	15.0	Low-quality	Genome-fragment	46.02	AAI-based (medium-confidence)	49.72	1.0	low-confidence Provirus
Sample_51_contig_1||0_partial									Sample_51_contig_1||0_partial	0.907	dsDNAphage	7.0	28.6	25.0	Sample_51_contig_1||0_partial	61589.0	Yes	38874.0	71.0	17.0	12.0	High-quality	High-quality	96.49	AAI-based (high-confidence)	36.88	1.0	contig >1.5x longer than expected genome length
Sample_51_contig_1||1_partial									Sample_51_contig_1||1_partial	0.907	dsDNAphage	6.0	22.8	17.7	Sample_51_contig_1||1_partial	57101.0	Yes	44096.0	72.0	17.0	11.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	22.78	1.0	
Sample_51_contig_1||2_partial									Sample_51_contig_1||2_partial	0.907	dsDNAphage	11.0	31.1	27.9	Sample_51_contig_1||2_partial	38426.0	Yes	19321.0	49.0	18.0	15.0	Low-quality	Genome-fragment	46.02	AAI-based (medium-confidence)	49.72	1.0	low-confidence Provirus
Sample_51_contig_1||3_partial									Sample_51_contig_1||3_partial	0.88	dsDNAphage	1.0	14.3	21.4	Sample_51_contig_1||3_partial	11773.0	No		17.0	3.0	1.0	Low-quality	Genome-fragment	13.92	HMM-based (lower-bound)	0.0	1.0	
Sample_51_contig_2||0_partial									Sample_51_contig_2||0_partial	0.9	dsDNAphage	16.0	28.1	24.2	Sample_51_contig_2||0_partial	145228.0	Yes	42730.0	166.0	27.0	67.0	Medium-quality	Genome-fragment	59.28	HMM-based (lower-bound)	70.58	1.0	
Sample_51_contig_2||1_partial									Sample_51_contig_2||1_partial	0.947	dsDNAphage	6.0	31.3	23.9	Sample_51_contig_2||1_partial	53160.0	Yes	35693.0	55.0	17.0	8.0	Medium-quality	Genome-fragment	51.0	HMM-based (lower-bound)	32.86	1.0	
Sample_53_contig_2||0_partial									Sample_53_contig_2||0_partial	0.907	dsDNAphage	7.0	26.4	21.8	Sample_53_contig_2||0_partial	70116.0	Yes	40529.0	76.0	17.0	20.0	High-quality	High-quality	100.0	AAI-based (high-confidence)	42.2	1.0	contig >1.5x longer than expected genome length
Sample_53_contig_2||1_partial									Sample_53_contig_2||1_partial	0.933	dsDNAphage	11.0	33.3	33.3	Sample_53_contig_2||1_partial	46411.0	Yes	19844.0	59.0	19.0	23.0	Low-quality	Genome-fragment	37.04	HMM-based (lower-bound)	57.24	1.0	
Sample_53_contig_4||0_partial									Sample_53_contig_4||0_partial	0.913	dsDNAphage	15.0	33.3	22.9	Sample_53_contig_4||0_partial	121681.0	Yes	39614.0	140.0	28.0	49.0	Medium-quality	Genome-fragment	54.96	HMM-based (lower-bound)	67.44	1.0	low-confidence Provirus
Sample_53_contig_4||1_partial									Sample_53_contig_4||1_partial	0.947	dsDNAphage	7.0	31.4	24.3	Sample_53_contig_4||1_partial	53161.0	Yes	35694.0	59.0	18.0	8.0	Medium-quality	Genome-fragment	51.0	HMM-based (lower-bound)	32.86	1.0	
